Longitude (degrees), Latitude (degrees), Moho depth estimate (km)
12.4036212778127,47.2,36.0389781150522
12.531438216399,48.6,29.6904129601178
12.5559029111026,46.5,45.5586905138995
12.5636297647904,43,42.3785043839939
12.6778461318351,49.3,27.321369523342
12.7026068509787,45.8,44.7582709414841
12.7812179294536,47.2,38.4155912460209
12.802523309083,47.9,35.2442527360803
12.8201384364616,46.5,44.7645918690567
12.8417050144892,43,30.485982464024
12.9165676442033,48.6,33.6556387446879
13,46.0222820773505,40.2623576422715
13,46.1186686539189,42.1537161677512
13,46.2415142907219,42.5740180623022
13,46.3549102631554,42.5740180623022
13,46.4645263698411,42.9943199568533
13,46.5873720066441,44.465376587782
13,46.6856485160864,45.5161313241596
13,47.6721934762579,39.4217538531694
13,47.8725263608904,38.5811500640673
13,48.0766391112707,37.7405462749652
13,48.2480703920193,34.8079499433584
13,48.4741374311265,33.7428013064824
13,48.6465614440048,33.9558310338576
13,48.8438911476323,32.6776526696065
13,49.2289714430605,37.790366126611
13,49.4071429230348,34.5949202159832
13,49.591061870105,32.0385634874809
13,49.803718152655,29.9082662137291
13,49.9588997642455,29.9082662137291
13,50.1370712442198,28.8431175768531
13,50.3286534807512,26.4997905757261
13,50.5144882501868,25.4346419388501
13,43.6471392556032,45.3743712482692
13,43.5315599360597,44.5030604714374
13,45.489321006913,45.5161313241596
13,45.6064968450943,44.0450746932309
13,45.733122347645,41.5232633259246
13,45.8049397968529,39.4217538531694
13,45.9107760377909,38.3709991167918
13,46.8236136158805,42.4146218514043
13,46.9596887828007,43.4653765877819
13,47.1052136140904,42.8277917441903
13,47.21671965365,43.712018267905
13,47.3244458274618,43.5018673206294
13,47.4472914642648,42.2409616369763
13,47.5455679737071,40.9800559533232
13,49.0642107196435,36.0861283076095
13,50.9918974284112,27.125178774059
13.0306800672564,45.8,41.586090313828
13.0448835975311,47.9,36.036877280067
13.1054273688771,49.3,29.6986127377154
13.1160677903428,47.2,40
13.1200814652475,46.5,41.5881972896856
13.1446790104215,50,27.3180072962142
13.2514326277235,45.1,37.6233868690313
13.2729873984235,47.9,36.036877280067
13.2731689662443,48.6,36.0347742154299
13.3442698362024,50,26.5253827522276
13.4086774686199,45.8,41.586090313828
13.4152953256054,47.2,42.3766131309687
13.4485904967749,46.5,40.7940986448428
13.5153476868716,47.9,36.036877280067
13.5401349598697,49.3,31.2834415472976
13.6147803491138,45.1,39.2077956230104
13.6511663676077,48.6,37.6208645292579
13.7082225791343,45.8,38.413909686172
13.7287717911187,47.2,47.129839392906
13.7539255783907,44.4,42.3772432143734
13.8128070317292,46.5,39.2059013551572
13.9430423135448,47.9,38.4147509120268
13.9842030481783,46.5,36.8236054206289
13.9852525356295,45.1,40
14,45.4610484673999,36.2195693611626
14,45.6032206095502,37.9761050186414
14,45.7521628537077,40.4854416721824
14,45.8537143838151,44.249446652494
14,47.2912327100021,45.2531813139105
14,47.3837574374333,44.7513139832023
14,47.5078759742312,43.9985129871399
14,48.0884677350338,39.5756116996443
14,48.2271016466896,39.5756116996443
14,48.7037530732817,38.5363720836653
14,48.8455023537388,39.0559918916548
14,49.0869434358361,37.3239258650232
14,49.2286927162932,36.6310994543705
